id,prjId,Period,Time,StartDate,EndDate,forks,members,commits,issues,watchers,pullReq,CmtCmnt,pullReqCmnt,PR Issue Cmnt,issueCmnt,committers,MemCommitters,PRClosedCnt,IssueClosedCnt,PRClosedTime,IssueClosedTime,Health,Licence,ContribFile,OwnerFollower,AvgFollower,OwnerType
1,2647,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,1,4,81,5,2,11,0,0,3,3,6,3,6,0,858.125,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,6,6,ORG
2,2647,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,1,4,81,5,2,13,0,0,3,3,6,3,8,0,25442.19375,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,6,6,ORG
3,2647,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,1,5,81,5,2,13,0,0,3,3,6,3,8,0,25442.19375,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,6,5,ORG
4,2647,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,2,6,81,5,2,13,0,0,3,3,6,3,8,0,25442.19375,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,6,4,ORG
5,2647,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,2,6,120,5,8,13,0,0,3,3,7,4,8,0,25442.19375,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,7,5,ORG
6,2647,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,3,6,205,6,24,16,0,0,3,3,7,4,10,0,20358.02167,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,7,6,ORG
7,2647,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,4,6,423,6,30,16,3,0,3,3,7,4,10,0,20358.02167,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,8,6,ORG
8,2647,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,6,6,429,6,37,16,3,0,3,3,7,4,10,0,20358.02167,,66,Other,https://api.github.com/repos/arx/ArxLibertatis/contents/CONTRIBUTING.md,8,6,ORG
9,3085,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,69,58,1065,92,855,184,37,47,317,346,63,19,100,26,7037.4745,8081.483974,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,1,1,ORG
10,3085,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,117,59,2221,257,1027,518,169,47,1034,1176,95,29,299,251,10419.68495,10994.12656,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,1,1,ORG
11,3085,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,183,61,3578,507,1195,1053,379,59,2148,2385,135,36,622,598,11363.19561,12195.69019,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,1,1,ORG
12,3085,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,248,62,4510,668,1345,1397,584,59,2780,3061,164,40,827,820,11002.46387,11614.46451,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,1,1,ORG
13,3085,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,364,63,5543,911,1621,14261,654,65,4135,4527,188,42,1204,1204,17601.31586,19536.73937,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,2,2,ORG
14,3085,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,455,63,7008,1214,1921,25520,660,150,5755,6371,216,46,1577,1601,24387.58825,25172.72673,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,2,2,ORG
15,3085,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,608,63,8950,1633,2235,27118,778,367,8379,9173,254,47,2144,2213,26185.16604,26561.16754,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,2,2,ORG
16,3085,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,802,63,10706,2139,2415,28626,788,544,10964,11872,294,48,2995,3056,23154.31733,22715.69835,83,Other,https://api.github.com/repos/xbmc/xbmc/contents/docs/CONTRIBUTING.md,2,2,ORG
17,3671,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,3,7,158,0,1063,0,0,0,0,0,1,1,0,0,,,50,MIT License,,1,21,USR
18,3671,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,8,7,233,9,1138,6,0,0,2,24,3,1,4,11,46.86666667,2774.360606,50,MIT License,,1,22,USR
19,3671,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,34,7,319,71,1199,58,2,0,30,175,15,4,38,82,820.854386,2458.800407,50,MIT License,,1,22,USR
20,3671,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,62,7,432,180,1238,134,2,0,75,447,32,7,87,204,1030.955939,5490.505637,50,MIT License,,1,22,USR
21,3671,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,94,8,495,247,1354,205,2,0,111,610,47,8,131,267,1993.090458,6110.243945,50,MIT License,,2,23,USR
22,3671,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,129,8,565,314,1465,297,2,0,173,739,59,8,180,332,3530.10787,6721.310191,50,MIT License,,2,24,USR
23,3671,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,169,9,594,348,1573,333,2,1,200,829,68,9,202,367,5239.826898,8860.409264,50,MIT License,,2,23,USR
24,3671,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,198,11,621,388,1608,375,2,1,208,865,77,9,228,398,7416.182091,9774.607161,50,MIT License,,2,24,USR
25,3721,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,1,8,0,0,35,0,0,0,0,0,0,0,0,0,,,50,Apache License 2.0,,3,4,ORG
26,3721,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,1,10,0,0,43,0,0,0,0,0,0,0,0,0,,,50,Apache License 2.0,,3,4,ORG
27,3721,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,1,11,376,4,44,12,0,0,2,2,3,3,8,0,616.6979167,,50,Apache License 2.0,,3,3,ORG
28,3721,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,9,14,386,100,52,27,0,0,4,166,4,4,18,1,592.5601852,9.616666667,50,Apache License 2.0,,3,3,ORG
29,3721,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,20,16,443,229,67,85,0,0,77,287,7,6,42,1,2636.368254,9.616666667,50,Apache License 2.0,,3,3,ORG
30,3721,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,23,16,646,311,73,119,0,0,92,463,7,6,58,4,4129.211207,86677.75417,50,Apache License 2.0,,3,3,ORG
31,3721,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,28,16,785,371,79,150,2,0,103,782,10,9,79,6,3621.383755,58025.04444,50,Apache License 2.0,,4,4,ORG
32,3721,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,29,16,840,467,82,156,3,0,112,1438,10,9,82,41,3514.522561,83499.56179,50,Apache License 2.0,,4,4,ORG
33,5378,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,71,13,544,160,580,307,0,0,202,202,57,4,147,0,7029.201474,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,0,0,ORG
34,5378,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,154,14,751,267,805,519,0,3,506,506,78,4,252,0,14807.71938,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,0,1,ORG
35,5378,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,215,15,914,348,949,663,0,4,837,837,103,5,315,0,18400.56042,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,0,1,ORG
36,5378,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,283,15,1078,452,1050,851,0,13,1339,1339,127,7,402,0,23593.93814,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,1,1,ORG
37,5378,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,360,15,1367,564,1205,1916,0,23,1776,1776,153,10,552,0,41353.49598,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,2,2,ORG
38,5378,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,422,15,1423,614,1327,2394,9,30,2033,2033,158,10,615,0,44488.3886,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,2,2,ORG
39,5378,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,526,15,1479,674,1463,2521,9,31,2220,2220,167,12,668,0,46229.55047,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,3,3,ORG
40,5378,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,652,15,1614,735,1527,2640,10,72,2465,2465,183,12,717,0,45819.93436,,66,GNU General Public License v3.0,https://api.github.com/repos/Bukkit/Bukkit/contents/CONTRIBUTING.md,3,3,ORG
41,5495,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,9,15,335,18,283,36,3,0,32,32,11,4,18,0,14006.16389,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,2,ORG
42,5495,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,24,15,849,182,334,413,35,0,263,263,22,8,231,0,14040.46277,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,2,ORG
43,5495,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,34,15,1581,421,367,1070,53,3,619,619,31,8,649,0,13827.73511,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,2,ORG
44,5495,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,44,15,2168,589,396,1556,68,3,888,888,34,8,967,0,21709.13668,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,2,ORG
45,5495,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,65,15,3034,855,477,6123,69,31,1363,1363,46,8,1409,0,20273.656,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,2,ORG
46,5495,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,82,15,3557,1035,562,11095,69,55,1598,1598,53,8,1740,0,21332.25894,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,2,ORG
47,5495,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,106,15,4024,1157,624,11529,69,135,2097,2097,61,10,1959,0,28555.67366,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,3,ORG
48,5495,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,129,15,4745,1427,669,12362,75,283,3182,3182,68,10,2476,0,36149.22308,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/dmd/contents/CONTRIBUTING.md,2,3,ORG
49,5590,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,19,23,209,21,181,50,0,29,62,62,15,12,29,0,7369.15977,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,4,4,ORG
50,5590,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,39,23,571,129,216,335,22,29,381,381,30,16,206,0,8737.333819,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,4,4,ORG
51,5590,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,53,23,1050,280,238,768,83,29,947,947,44,19,488,0,9541.513388,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,4,4,ORG
52,5590,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,66,23,1322,381,263,1045,83,29,1190,1190,53,19,664,0,9438.189608,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,5,5,ORG
53,5590,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,91,23,1711,519,309,2034,85,94,1597,1597,73,19,909,0,11831.69729,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,5,5,ORG
54,5590,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,118,23,2075,666,358,2902,86,216,2137,2137,86,19,1163,0,15579.18742,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,6,6,ORG
55,5590,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,146,23,2430,837,403,3580,86,707,2962,2962,101,20,1472,0,16579.97648,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,6,6,ORG
56,5590,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,174,23,2950,1055,432,4225,94,1354,4215,4215,114,20,1848,0,15352.9206,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/phobos/contents/CONTRIBUTING.md,6,6,ORG
57,5599,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,14,21,154,10,132,26,0,2,12,12,14,8,16,0,4383.476042,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,2,3,ORG
58,5599,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,27,21,278,33,157,90,0,2,40,40,23,12,57,0,8407.759649,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,2,3,ORG
59,5599,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,33,21,413,76,173,205,0,2,119,119,27,12,129,0,9610.846382,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,2,3,ORG
60,5599,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,40,21,514,109,189,291,0,2,178,178,31,13,182,0,12730.31071,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,2,3,ORG
61,5599,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,56,21,718,191,214,756,0,16,442,442,38,13,308,0,11545.71742,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,2,3,ORG
62,5599,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,68,21,889,261,252,1175,0,50,790,790,44,13,423,0,14161.83995,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,3,3,ORG
63,5599,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,83,21,1109,316,277,1449,0,307,1253,1253,51,15,554,0,26802.97313,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,3,3,ORG
64,5599,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,97,21,1300,378,297,1632,0,423,1568,1568,55,16,669,0,26084.60272,,66,Boost Software License 1.0,https://api.github.com/repos/dlang/druntime/contents/CONTRIBUTING.md,3,3,ORG
65,5624,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,4,6,18,18,17,47,0,0,33,33,5,3,29,0,3212.113218,,50,GNU General Public License v2.0,,0,1,USR
66,5624,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,5,6,18,18,18,47,0,0,33,33,5,3,29,0,3212.113218,,50,GNU General Public License v2.0,,0,1,USR
67,5624,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,6,6,21,21,18,56,0,0,38,38,6,4,35,0,3362.621905,,50,GNU General Public License v2.0,,0,1,USR
68,5624,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,7,6,23,23,19,60,0,0,39,39,6,4,37,0,3219.957207,,50,GNU General Public License v2.0,,0,1,USR
69,5624,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,10,6,116,24,19,63,0,0,39,39,6,4,39,0,3068.717949,,50,GNU General Public License v2.0,,0,1,USR
70,5624,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,10,6,173,24,21,63,0,0,39,39,6,4,39,0,3068.717949,,50,GNU General Public License v2.0,,0,1,USR
71,5624,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,10,6,400,25,23,65,0,0,40,40,6,4,40,0,3771.929583,,50,GNU General Public License v2.0,,0,1,USR
72,5624,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,10,6,585,26,23,67,0,0,41,41,6,4,41,0,3961.587398,,50,GNU General Public License v2.0,,0,1,USR
73,5791,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,0,4,170,2,1769,0,0,0,0,0,4,2,0,0,,,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,2,USR
74,5791,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,21,4,248,22,1964,17,0,0,2,32,10,3,11,19,591.6969697,806.8280702,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,2,USR
75,5791,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,47,4,326,97,2085,63,0,0,39,276,20,3,39,95,931.0611111,4115.243684,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,2,USR
76,5791,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,58,4,344,118,2181,82,0,0,52,326,24,3,51,121,1835.528431,7649.348072,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,2,USR
77,5791,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,76,5,463,233,2395,159,0,0,79,660,33,3,94,248,2073.81773,13708.70296,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,5,USR
78,5791,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,101,5,556,273,2725,186,0,1,118,858,40,3,107,294,3313.20296,14596.0284,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,5,USR
79,5791,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,127,5,617,320,2998,216,0,1,134,1051,44,3,126,347,3303.551455,15136.60821,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,5,USR
80,5791,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,150,5,633,353,3105,233,0,1,145,1127,46,3,134,372,3325.873259,14774.24695,66,MIT License,https://api.github.com/repos/socketstream/socketstream/contents/CONTRIBUTING.md,0,5,USR
81,6468,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,15,12,141,51,55,151,0,4,41,41,5,2,100,0,1356.966167,,50,Apache License 2.0,,4,4,ORG
82,6468,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,24,12,312,132,64,372,0,62,130,130,10,4,240,0,1745.758194,,50,Apache License 2.0,,4,4,ORG
83,6468,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,32,13,412,205,69,566,0,65,219,219,15,5,361,0,2266.129317,,50,Apache License 2.0,,4,4,ORG
84,6468,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,37,13,507,261,71,712,0,107,280,280,18,6,451,0,2525.539837,,50,Apache License 2.0,,4,4,ORG
85,6468,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,41,13,670,373,84,995,0,145,389,389,20,6,628,0,2155.543604,,50,Apache License 2.0,,5,5,ORG
86,6468,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,53,13,842,448,92,1223,0,170,449,449,20,6,768,0,1931.238455,,50,Apache License 2.0,,5,5,ORG
87,6468,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,57,13,1031,560,93,1572,0,201,549,549,23,8,967,0,2005.994691,,50,Apache License 2.0,,5,5,ORG
88,6468,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,61,13,1232,653,94,1820,0,297,723,723,26,8,1116,0,2010.736231,,50,Apache License 2.0,,5,5,ORG
89,8099,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,0,2,0,0,3,0,0,0,0,0,0,0,0,0,,,50,MIT License,,0,0,ORG
90,8099,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,0,3,0,0,3,0,0,0,0,0,0,0,0,0,,,50,MIT License,,0,0,ORG
91,8099,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,0,3,0,0,3,0,0,0,0,0,0,0,0,0,,,50,MIT License,,0,0,ORG
92,8099,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,0,3,0,10,3,0,0,0,0,11,0,0,0,9,,24577.07593,50,MIT License,,0,0,ORG
93,8099,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,0,5,54,18,6,0,0,0,0,33,4,4,0,17,,28507.90098,50,MIT License,,0,1,ORG
94,8099,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,1,6,187,19,7,0,1,0,0,34,7,5,0,18,,26927.57963,50,MIT License,,0,0,ORG
95,8099,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,1,7,320,19,9,0,3,0,0,37,7,5,0,19,,44564.62456,50,MIT License,,0,0,ORG
96,8099,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,2,8,351,19,9,0,3,0,0,37,7,5,0,19,,44564.62456,50,MIT License,,0,0,ORG
97,8462,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,1,2,1,2,48,3,0,0,1,2,1,1,2,0,242.7,,50,Other,,0,0,USR
98,8462,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,4,2,15,8,55,3,0,0,1,4,2,1,2,4,242.7,4602.995833,50,Other,,0,0,USR
99,8462,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,6,2,27,11,59,5,0,0,5,8,4,1,3,6,600.7333333,11979.86111,50,Other,,0,0,USR
100,8462,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,8,2,88,21,64,5,0,0,5,27,6,1,3,13,600.7333333,21280.45513,50,Other,,0,0,USR
101,8462,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,9,4,88,21,75,5,0,0,5,37,6,1,3,21,600.7333333,79237.12302,50,Other,,0,1,USR
102,8462,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,10,4,88,21,90,5,0,0,5,37,6,1,3,21,600.7333333,79237.12302,50,Other,,0,1,USR
103,8462,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,16,4,332,28,103,13,0,1,5,40,12,2,8,29,4097.677083,72263.5431,50,Other,,0,1,USR
104,8462,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,17,4,555,34,104,13,0,1,5,57,12,2,8,33,4097.677083,64395.40354,50,Other,,0,1,USR
105,10797,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,0,6,0,0,76,0,0,0,0,0,0,0,0,0,,,33,,,0,5,USR
106,10797,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,0,6,25,0,83,0,0,0,0,0,2,2,0,0,,,33,,,0,5,USR
107,10797,7??-11,3,1/07/2011 12:00:00 a.m.,1/10/2011 12:00:00 a.m.,2,6,90,0,85,0,0,0,0,0,2,2,0,0,,,33,,,0,5,USR
108,10797,10??-11,4,1/10/2011 12:00:00 a.m.,1/01/2012 12:00:00 a.m.,9,6,184,12,87,3,0,0,0,8,6,4,0,3,,1473.638889,33,,,0,5,USR
109,10797,1??-12,5,1/01/2012 12:00:00 a.m.,1/04/2012 12:00:00 a.m.,17,6,243,14,105,31,0,0,0,8,8,4,2,5,297.3833333,1003.136667,33,,,0,5,USR
110,10797,4??-12,6,1/04/2012 12:00:00 a.m.,1/07/2012 12:00:00 a.m.,20,6,278,15,121,53,1,0,1,9,9,4,6,8,52263.81667,26710.675,33,,,0,5,USR
111,10797,7??-12,7,1/07/2012 12:00:00 a.m.,1/10/2012 12:00:00 a.m.,28,6,319,18,133,55,1,0,1,9,9,4,6,8,52263.81667,26710.675,33,,,0,6,USR
112,10797,10??-12,8,1/10/2012 12:00:00 a.m.,1/01/2013 12:00:00 a.m.,33,6,354,21,141,57,1,0,1,10,10,4,6,8,52263.81667,26710.675,33,,,0,6,USR
113,10880,1??-11,1,1/01/2011 12:00:00 a.m.,1/04/2011 12:00:00 a.m.,1,6,0,35,69,0,0,0,0,63,0,0,0,2,,636.6416667,50,,https://api.github.com/repos/cloudsmith/geppetto/contents/Contributing.md,0,0,ORG
114,10880,4??-11,2,1/04/2011 12:00:00 a.m.,1/07/2011 12:00:00 a.m.,1,6,20,132,77,3,0,0,2,285,3,2,2,76,161.0166667,21773.12807,50,,https://api.github.com/repos/cloudsmith/geppetto/contents/Contributing.md,0,0,ORG
